county,name,sexcode,sex,agegrpcode,agegrp,yr_2010,yr_2015,yr_2020,yr_2025,yr_2030,yr_2035,yr_2040
19,Clinton County,2,Female,3,10-14,2206,2049,1987,1914,1867,1773,1681
19,Clinton County,2,Female,4,15-19,3341,2771,2649,2580,2510,2448,2348
19,Clinton County,2,Female,5,20-24,3577,3547,3052,2957,2892,2825,2742
19,Clinton County,2,Female,6,25-29,2347,2561,2494,2121,2036,1965,1896
19,Clinton County,2,Female,7,30-34,2128,2337,2496,2407,2067,1999,1932
19,Clinton County,2,Female,8,35-39,2300,2165,2347,2465,2369,2050,1993
19,Clinton County,2,Female,9,40-44,2616,2247,2118,2269,2360,2262,1965
19,Clinton County,2,Female,10,45-49,3276,2561,2212,2081,2213,2287,2187
19,Clinton County,2,Female,11,50-54,3205,3195,2513,2175,2047,2169,2232
19,Clinton County,2,Female,12,55-59,2628,3085,3065,2424,2102,1980,2089
19,Clinton County,2,Female,13,60-64,2308,2507,2919,2886,2293,1996,1880
19,Clinton County,2,Female,14,65-69,1662,2178,2364,2729,2690,2149,1876
19,Clinton County,2,Female,15,70-74,1401,1522,1984,2148,2467,2428,1947
19,Clinton County,2,Female,16,75-79,1195,1186,1292,1674,1809,2065,2030
19,Clinton County,2,Female,17,80-84,940,886,879,959,1239,1339,1524
19,Clinton County,2,Female,18,85+,903,980,993,994,1041,1214,1363
21,Columbia County,1,Male,1,0-4,1584,1417,1332,1231,1136,1054,984
21,Columbia County,1,Male,2,5-9,1732,1644,1499,1414,1318,1227,1148
21,Columbia County,1,Male,3,10-14,1969,1869,1784,1651,1564,1464,1371
21,Columbia County,1,Male,4,15-19,2290,2126,2043,1965,1852,1756,1648
21,Columbia County,1,Male,5,20-24,1686,1518,1365,1292,1218,1125,1035
21,Columbia County,1,Male,6,25-29,1568,1641,1493,1336,1279,1214,1134
21,Columbia County,1,Male,7,30-34,1468,1570,1592,1463,1304,1254,1191
21,Columbia County,1,Male,8,35-39,1685,1600,1683,1688,1560,1390,1344
21,Columbia County,1,Male,9,40-44,2194,1691,1607,1667,1649,1526,1354
21,Columbia County,1,Male,10,45-49,2680,2307,1829,1745,1800,1775,1647
21,Columbia County,1,Male,11,50-54,2702,2632,2266,1827,1743,1788,1755
21,Columbia County,1,Male,12,55-59,2553,2681,2602,2243,1836,1750,1789
21,Columbia County,1,Male,13,60-64,2363,2569,2694,2606,2250,1878,1790
21,Columbia County,1,Male,14,65-69,1846,2255,2443,2562,2472,2134,1802
21,Columbia County,1,Male,15,70-74,1177,1675,2046,2213,2320,2235,1932
21,Columbia County,1,Male,16,75-79,965,931,1309,1597,1724,1803,1731
21,Columbia County,1,Male,17,80-84,733,647,627,867,1056,1140,1190
21,Columbia County,1,Male,18,85+,566,633,626,618,729,877,995
21,Columbia County,2,Female,1,0-4,1445,1352,1272,1175,1085,1007,939
21,Columbia County,2,Female,2,5-9,1631,1478,1387,1310,1216,1127,1048
21,Columbia County,2,Female,3,10-14,1732,1731,1587,1501,1420,1323,1228
21,Columbia County,2,Female,4,15-19,1898,1559,1543,1419,1339,1258,1163
21,Columbia County,2,Female,5,20-24,1526,1346,1105,1076,987,916,840
21,Columbia County,2,Female,6,25-29,1426,1474,1318,1117,1090,1016,947
21,Columbia County,2,Female,7,30-34,1455,1560,1579,1433,1235,1206,1130
21,Columbia County,2,Female,8,35-39,1765,1571,1653,1658,1517,1317,1281
21,Columbia County,2,Female,9,40-44,2146,1759,1577,1643,1634,1496,1298
21,Columbia County,2,Female,10,45-49,2625,2140,1774,1604,1656,1633,1495
21,Columbia County,2,Female,11,50-54,2593,2528,2065,1726,1569,1606,1572
21,Columbia County,2,Female,12,55-59,2524,2665,2582,2126,1799,1644,1669
21,Columbia County,2,Female,13,60-64,2393,2524,2650,2558,2118,1806,1653
21,Columbia County,2,Female,14,65-69,1816,2348,2470,2587,2491,2070,1774
21,Columbia County,2,Female,15,70-74,1360,1558,1993,2090,2180,2086,1729
21,Columbia County,2,Female,16,75-79,1095,1127,1286,1634,1710,1776,1691
21,Columbia County,2,Female,17,80-84,890,823,843,958,1208,1261,1303
21,Columbia County,2,Female,18,85+,1015,1203,1253,1293,1396,1621,1798
23,Cortland County,1,Male,1,0-4,1379,1484,1588,1579,1518,1477,1460
23,Cortland County,1,Male,2,5-9,1390,1500,1595,1676,1662,1608,1574
23,Cortland County,1,Male,3,10-14,1583,1476,1575,1658,1724,1706,1658
23,Cortland County,1,Male,4,15-19,2143,1846,1785,1861,1925,1963,1944
23,Cortland County,1,Male,5,20-24,2852,2746,2477,2478,2528,2566,2570
23,Cortland County,1,Male,6,25-29,1366,1910,1830,1630,1611,1600,1589
23,Cortland County,1,Male,7,30-34,1257,1159,1411,1337,1191,1176,1163
23,Cortland County,1,Male,8,35-39,1324,1010,970,1086,1026,917,909
23,Cortland County,1,Male,9,40-44,1510,1057,864,839,897,847,764
23,Cortland County,1,Male,10,45-49,1740,1596,1184,1012,1001,1054,1008
23,Cortland County,1,Male,11,50-54,1766,1776,1626,1244,1089,1089,1139
23,Cortland County,1,Male,12,55-59,1565,1700,1705,1555,1215,1080,1087
23,Cortland County,1,Male,13,60-64,1371,1478,1604,1603,1459,1162,1046
23,Cortland County,1,Male,14,65-69,946,1198,1290,1398,1393,1267,1018
23,Cortland County,1,Male,15,70-74,721,827,1047,1130,1225,1220,1108
23,Cortland County,1,Male,16,75-79,521,584,674,852,919,998,995
23,Cortland County,1,Male,17,80-84,366,404,449,521,661,717,783
23,Cortland County,1,Male,18,85+,293,310,334,366,416,509,586
23,Cortland County,2,Female,1,0-4,1332,1406,1505,1497,1439,1401,1384
23,Cortland County,2,Female,2,5-9,1399,1309,1370,1434,1419,1367,1336
23,Cortland County,2,Female,3,10-14,1396,1364,1292,1336,1382,1364,1318
23,Cortland County,2,Female,4,15-19,2597,1810,1815,1753,1790,1818,1802
23,Cortland County,2,Female,5,20-24,2928,3255,2715,2728,2702,2730,2738
23,Cortland County,2,Female,6,25-29,1346,1949,2090,1741,1725,1688,1687
23,Cortland County,2,Female,7,30-34,1280,1286,1707,1775,1499,1488,1463
23,Cortland County,2,Female,8,35-39,1320,1145,1153,1472,1514,1284,1275
23,Cortland County,2,Female,9,40-44,1481,1322,1171,1177,1444,1473,1266
23,Cortland County,2,Female,10,45-49,1830,1482,1333,1193,1200,1431,1452
23,Cortland County,2,Female,11,50-54,1708,1725,1408,1267,1140,1149,1345
23,Cortland County,2,Female,12,55-59,1598,1593,1604,1314,1180,1070,1081
23,Cortland County,2,Female,13,60-64,1417,1428,1431,1430,1175,1056,963
23,Cortland County,2,Female,14,65-69,1036,1326,1345,1353,1346,1115,1007
23,Cortland County,2,Female,15,70-74,757,947,1208,1229,1242,1232,1031
23,Cortland County,2,Female,16,75-79,631,668,831,1054,1078,1097,1087
23,Cortland County,2,Female,17,80-84,535,428,453,557,704,721,735
23,Cortland County,2,Female,18,85+,652,624,569,558,611,725,813
25,Delaware County,1,Male,1,0-4,1188,1079,993,883,797,732,670
25,Delaware County,1,Male,2,5-9,1205,1217,1112,1023,922,840,775
25,Delaware County,1,Male,3,10-14,1349,1309,1301,1199,1109,1008,924
25,Delaware County,1,Male,4,15-19,2125,1522,1472,1441,1344,1248,1142
25,Delaware County,1,Male,5,20-24,1535,1523,1115,1052,1001,918,832
25,Delaware County,1,Male,6,25-29,1129,1179,1115,844,790,739,672
25,Delaware County,1,Male,7,30-34,1085,1121,1124,1043,828,781,729
25,Delaware County,1,Male,8,35-39,1202,1137,1156,1138,1053,857,811
25,Delaware County,1,Male,9,40-44,1418,1289,1215,1224,1195,1104,915
25,Delaware County,1,Male,10,45-49,1762,1422,1282,1202,1206,1170,1077
25,Delaware County,1,Male,11,50-54,1983,1844,1501,1349,1265,1266,1222
25,Delaware County,1,Male,12,55-59,1928,2023,1880,1538,1381,1295,1293
25,Delaware County,1,Male,13,60-64,1840,1993,2083,1938,1600,1436,1349
25,Delaware County,1,Male,14,65-69,1519,1876,2016,2100,1956,1628,1460
25,Delaware County,1,Male,15,70-74,1059,1418,1746,1871,1947,1816,1517
25,Delaware County,1,Male,16,75-79,790,890,1175,1441,1542,1603,1494
25,Delaware County,1,Male,17,80-84,570,565,632,826,1011,1079,1121
25,Delaware County,1,Male,18,85+,409,555,614,671,796,962,1089
25,Delaware County,2,Female,1,0-4,1229,1026,945,840,759,696,637
25,Delaware County,2,Female,2,5-9,1142,1233,1056,976,883,802,738
25,Delaware County,2,Female,3,10-14,1340,1241,1297,1142,1062,965,882
25,Delaware County,2,Female,4,15-19,1739,1300,1206,1228,1101,1017,923
25,Delaware County,2,Female,5,20-24,1304,1095,832,768,740,656,581
25,Delaware County,2,Female,6,25-29,1092,1162,995,802,762,720,653
25,Delaware County,2,Female,7,30-34,1096,1205,1231,1082,901,861,811
25,Delaware County,2,Female,8,35-39,1141,1116,1185,1188,1054,886,843
25,Delaware County,2,Female,9,40-44,1445,1242,1195,1246,1234,1104,936
25,Delaware County,2,Female,10,45-49,1792,1469,1263,1210,1251,1229,1101
25,Delaware County,2,Female,11,50-54,1946,1793,1471,1269,1211,1238,1205
25,Delaware County,2,Female,12,55-59,1858,2042,1878,1551,1350,1280,1291
25,Delaware County,2,Female,13,60-64,1786,1984,2142,1975,1644,1433,1351
25,Delaware County,2,Female,14,65-69,1403,1702,1868,2000,1842,1530,1332
25,Delaware County,2,Female,15,70-74,1106,1292,1559,1700,1813,1667,1383
25,Delaware County,2,Female,16,75-79,880,938,1085,1305,1414,1497,1372
25,Delaware County,2,Female,17,80-84,771,760,796,914,1098,1175,1229
25,Delaware County,2,Female,18,85+,814,1061,1181,1268,1402,1613,1803
27,Dutchess County,1,Male,1,0-4,7853,8269,8949,9137,9016,8959,9076
27,Dutchess County,1,Male,2,5-9,8858,8719,9116,9672,9819,9730,9723
27,Dutchess County,1,Male,3,10-14,10126,9329,9241,9596,10068,10195,10131
27,Dutchess County,1,Male,4,15-19,12556,10468,9880,9824,10137,10524,10634
27,Dutchess County,1,Male,5,20-24,10984,11195,9693,9391,9383,9612,9839
27,Dutchess County,1,Male,6,25-29,8459,9967,10022,8877,8763,8804,8986
27,Dutchess County,1,Male,7,30-34,8109,9781,10882,10824,9787,9833,9948
27,Dutchess County,1,Male,8,35-39,8772,9659,11152,12033,11930,10935,11092
27,Dutchess County,1,Male,9,40-44,11070,9823,10579,11932,12687,12577,11618
27,Dutchess County,1,Male,10,45-49,12854,11092,9934,10576,11809,12481,12374
27,Dutchess County,1,Male,11,50-54,12506,12203,10584,9513,10058,11161,11754
27,Dutchess County,1,Male,12,55-59,10167,11374,11106,9658,8712,9156,10105
27,Dutchess County,1,Male,13,60-64,8171,8915,9947,9702,8452,7652,8008
27,Dutchess County,1,Male,14,65-69,5807,7165,7820,8696,8481,7412,6738
27,Dutchess County,1,Male,15,70-74,4261,4904,6062,6615,7338,7167,6296
27,Dutchess County,1,Male,16,75-79,3480,3279,3776,4665,5089,5638,5517
27,Dutchess County,1,Male,17,80-84,2320,2398,2288,2645,3282,3593,3988
27,Dutchess County,1,Male,18,85+,1759,1873,1962,1969,2158,2571,2944
27,Dutchess County,2,Female,1,0-4,7386,7895,8544,8724,8609,8554,8666
27,Dutchess County,2,Female,2,5-9,8792,8504,9000,9555,9720,9655,9668
27,Dutchess County,2,Female,3,10-14,9570,9414,9205,9666,10162,10320,10292
27,Dutchess County,2,Female,4,15-19,11842,10049,9996,9849,10275,10706,10859
27,Dutchess County,2,Female,5,20-24,10572,11164,9806,9860,9835,10183,10485
27,Dutchess County,2,Female,6,25-29,7514,9345,9664,8639,8746,8786,9050
27,Dutchess County,2,Female,7,30-34,7574,9059,10529,10719,9767,9997,10132
27,Dutchess County,2,Female,8,35-39,8846,9008,10393,11652,11792,10873,11199
27,Dutchess County,2,Female,9,40-44,11029,9312,9456,10725,11844,11959,11090
27,Dutchess County,2,Female,10,45-49,12718,11108,9529,9642,10823,11838,11939
27,Dutchess County,2,Female,11,50-54,12072,12158,10653,9204,9296,10374,11285
27,Dutchess County,2,Female,12,55-59,10197,11148,11208,9832,8565,8639,9588
27,Dutchess County,2,Female,13,60-64,8587,9373,10240,10265,9022,7917,7982
27,Dutchess County,2,Female,14,65-69,6422,8271,9041,9865,9878,8715,7722
27,Dutchess County,2,Female,15,70-74,4945,5924,7608,8314,9064,9073,8036
27,Dutchess County,2,Female,16,75-79,4110,4297,5142,6587,7206,7859,7870
27,Dutchess County,2,Female,17,80-84,3388,3136,3284,3924,5018,5501,6005
27,Dutchess County,2,Female,18,85+,3812,3796,3694,3744,4143,4986,5763
29,Erie County,1,Male,1,0-4,24920,26652,26484,25319,23753,22545,21786
29,Erie County,1,Male,2,5-9,27327,25179,26703,26427,25251,23764,22640
29,Erie County,1,Male,3,10-14,29588,27067,25097,26410,26049,24891,23486
29,Erie County,1,Male,4,15-19,33896,29850,27719,25936,26954,26496,25389
29,Erie County,1,Male,5,20-24,34904,33092,29441,27807,26326,26862,26294
29,Erie County,1,Male,6,25-29,29261,30582,29026,25819,24517,23326,23467
29,Erie County,1,Male,7,30-34,24636,28436,29355,27806,24793,23715,22714
29,Erie County,1,Male,8,35-39,25170,24830,28054,28644,27096,24247,23331
29,Erie County,1,Male,9,40-44,29827,25493,25130,27983,28387,26871,24129
29,Erie County,1,Male,10,45-49,33567,28925,24876,24463,27007,27302,25861
29,Erie County,1,Male,11,50-54,35243,31829,27465,23670,23226,25510,25736
29,Erie County,1,Male,12,55-59,30672,32766,29644,25572,22062,21612,23645
29,Erie County,1,Male,13,60-64,25271,27424,29258,26467,22806,19688,19260
29,Erie County,1,Male,14,65-69,18151,21756,23572,25085,22690,19545,16899
29,Erie County,1,Male,15,70-74,13204,14892,17847,19302,20506,18561,15995
29,Erie County,1,Male,16,75-79,11135,10046,11328,13564,14650,15549,14088
29,Erie County,1,Male,17,80-84,9139,7463,6760,7624,9131,9860,10470
29,Erie County,1,Male,18,85+,7060,7603,7098,6566,6759,7614,8415
29,Erie County,2,Female,1,0-4,24118,25400,25241,24130,22638,21487,20763
29,Erie County,2,Female,2,5-9,26371,24494,25591,25309,24173,22743,21660
29,Erie County,2,Female,3,10-14,28418,26220,24468,25385,25009,23883,22522
29,Erie County,2,Female,4,15-19,32417,28520,26624,25005,25664,25188,24100
29,Erie County,2,Female,5,20-24,33862,31381,27787,26311,24937,25213,24625
29,Erie County,2,Female,6,25-29,28846,31243,29072,25754,24528,23366,23381
29,Erie County,2,Female,7,30-34,25163,28193,30024,27944,24788,23740,22720
29,Erie County,2,Female,8,35-39,26316,25013,27671,29132,27113,24104,23169
29,Erie County,2,Female,9,40-44,31229,26192,24919,27304,28531,26582,23687
29,Erie County,2,Female,10,45-49,35355,30297,25530,24266,26406,27458,25601
29,Erie County,2,Female,11,50-54,37674,33899,29067,24556,23312,25237,26147
29,Erie County,2,Female,12,55-59,32895,35249,31751,27195,23003,21819,23527
29,Erie County,2,Female,13,60-64,27730,30465,32580,29355,25120,21289,20189
29,Erie County,2,Female,14,65-69,21360,24944,27341,29162,26257,22450,19046
29,Erie County,2,Female,15,70-74,17214,19137,22348,24448,26034,23465,20076
29,Erie County,2,Female,16,75-79,15890,14715,16364,19110,20869,22203,20053
29,Erie County,2,Female,17,80-84,14664,12211,11333,12596,14703,16034,17047
29,Erie County,2,Female,18,85+,16547,16691,15507,14459,14637,15963,17478
31,Essex County,1,Male,1,0-4,925,873,855,823,797,776,754
31,Essex County,1,Male,2,5-9,979,907,861,840,808,783,764
31,Essex County,1,Male,3,10-14,1126,1036,971,932,907,876,851
31,Essex County,1,Male,4,15-19,1312,1014,940,887,852,826,796
31,Essex County,1,Male,5,20-24,1164,964,791,757,728,707,681
31,Essex County,1,Male,6,25-29,1336,1474,1314,1146,1132,1114,1099
31,Essex County,1,Male,7,30-34,1345,1518,1586,1457,1294,1287,1269
31,Essex County,1,Male,8,35-39,1341,1521,1652,1692,1574,1414,1410
31,Essex County,1,Male,9,40-44,1396,1519,1656,1773,1799,1688,1524
31,Essex County,1,Male,10,45-49,1615,1396,1480,1590,1692,1707,1605
31,Essex County,1,Male,11,50-54,1726,1505,1300,1357,1443,1528,1535
31,Essex County,1,Male,12,55-59,1562,1712,1510,1308,1342,1411,1489
31,Essex County,1,Male,13,60-64,1354,1449,1577,1404,1218,1231,1282
31,Essex County,1,Male,14,65-69,1107,1229,1311,1421,1278,1111,1109
31,Essex County,1,Male,15,70-74,731,921,1030,1097,1186,1073,934
31,Essex County,1,Male,16,75-79,618,494,619,692,735,792,716
31,Essex County,1,Male,17,80-84,438,417,337,421,473,504,541
31,Essex County,1,Male,18,85+,316,363,375,351,383,433,482
31,Essex County,2,Female,1,0-4,927,836,819,787,763,743,722
31,Essex County,2,Female,2,5-9,926,984,907,890,859,835,815
31,Essex County,2,Female,3,10-14,1078,1066,1116,1051,1032,1001,974
31,Essex County,2,Female,4,15-19,1139,989,977,1010,957,934,901
31,Essex County,2,Female,5,20-24,892,880,769,763,767,731,701
31,Essex County,2,Female,6,25-29,910,959,933,833,834,832,803
31,Essex County,2,Female,7,30-34,956,964,994,965,869,871,865
31,Essex County,2,Female,8,35-39,1008,1047,1060,1084,1051,952,955
31,Essex County,2,Female,9,40-44,1226,1143,1170,1190,1211,1172,1068
31,Essex County,2,Female,10,45-49,1545,1211,1126,1143,1163,1176,1135
31,Essex County,2,Female,11,50-54,1578,1562,1242,1154,1164,1184,1193
31,Essex County,2,Female,12,55-59,1523,1596,1572,1268,1177,1181,1202
31,Essex County,2,Female,13,60-64,1338,1485,1556,1529,1250,1158,1154
31,Essex County,2,Female,14,65-69,1069,1252,1384,1450,1421,1169,1082
31,Essex County,2,Female,15,70-74,858,985,1158,1275,1338,1306,1082
31,Essex County,2,Female,16,75-79,711,706,807,950,1044,1094,1065
31,Essex County,2,Female,17,80-84,616,566,564,648,767,843,885
31,Essex County,2,Female,18,85+,679,706,695,693,743,844,947
33,Franklin County,1,Male,1,0-4,1463,1211,1194,1142,1108,1088,1070
33,Franklin County,1,Male,2,5-9,1483,1485,1266,1242,1192,1159,1140
33,Franklin County,1,Male,3,10-14,1558,1437,1432,1240,1214,1166,1135
33,Franklin County,1,Male,4,15-19,1979,1466,1362,1350,1202,1174,1129
33,Franklin County,1,Male,5,20-24,2420,1974,1621,1562,1549,1472,1439
33,Franklin County,1,Male,6,25-29,2371,2172,1880,1620,1585,1562,1514
33,Franklin County,1,Male,7,30-34,2108,2777,2591,2327,2063,2041,2021
33,Franklin County,1,Male,8,35-39,1853,2354,2861,2695,2469,2214,2202
33,Franklin County,1,Male,9,40-44,2128,2126,2513,2928,2782,2574,2326
33,Franklin County,1,Male,10,45-49,2331,2139,2112,2444,2817,2684,2492
33,Franklin County,1,Male,11,50-54,2230,2225,2029,1990,2278,2605,2486
33,Franklin County,1,Male,12,55-59,1807,2064,2046,1857,1811,2045,2318
33,Franklin County,1,Male,13,60-64,1511,1632,1846,1823,1651,1604,1792
33,Franklin County,1,Male,14,65-69,1100,1364,1465,1645,1620,1466,1418
33,Franklin County,1,Male,15,70-74,719,905,1117,1199,1340,1317,1191
33,Franklin County,1,Male,16,75-79,590,519,647,796,854,949,932
33,Franklin County,1,Male,17,80-84,393,335,296,366,447,479,530
33,Franklin County,1,Male,18,85+,292,292,268,243,263,305,340
33,Franklin County,2,Female,1,0-4,1355,1159,1143,1093,1060,1041,1024
33,Franklin County,2,Female,2,5-9,1371,1508,1335,1319,1275,1245,1230
33,Franklin County,2,Female,3,10-14,1397,1424,1542,1390,1374,1332,1304
33,Franklin County,2,Female,4,15-19,1652,1287,1301,1390,1270,1252,1214
33,Franklin County,2,Female,5,20-24,1404,1484,1212,1225,1279,1208,1188
33,Franklin County,2,Female,6,25-29,1357,1374,1412,1187,1202,1239,1188
33,Franklin County,2,Female,7,30-34,1245,1432,1440,1462,1257,1276,1307
33,Franklin County,2,Female,8,35-39,1344,1340,1504,1510,1523,1330,1353
33,Franklin County,2,Female,9,40-44,1538,1379,1368,1519,1526,1532,1348
33,Franklin County,2,Female,10,45-49,1869,1539,1383,1368,1504,1511,1510
33,Franklin County,2,Female,11,50-54,1904,1806,1493,1344,1329,1451,1456
33,Franklin County,2,Female,12,55-59,1627,1857,1761,1468,1327,1311,1419
33,Franklin County,2,Female,13,60-64,1414,1592,1801,1710,1435,1301,1285
33,Franklin County,2,Female,14,65-69,1100,1373,1537,1727,1645,1389,1263
33,Franklin County,2,Female,15,70-74,827,1025,1275,1422,1593,1521,1292
33,Franklin County,2,Female,16,75-79,720,666,818,1015,1128,1256,1201
33,Franklin County,2,Female,17,80-84,588,547,510,623,771,853,947
33,Franklin County,2,Female,18,85+,551,549,526,497,538,626,705
35,Fulton County,1,Male,1,0-4,1562,1532,1518,1450,1386,1342,1306
35,Fulton County,1,Male,2,5-9,1659,1646,1624,1608,1546,1492,1454
35,Fulton County,1,Male,3,10-14,1830,1661,1651,1633,1614,1557,1508
35,Fulton County,1,Male,4,15-19,1939,1877,1748,1742,1729,1710,1657
35,Fulton County,1,Male,5,20-24,1562,1534,1459,1380,1368,1352,1324
35,Fulton County,1,Male,6,25-29,1670,1679,1642,1543,1499,1493,1481
35,Fulton County,1,Male,7,30-34,1552,1917,1924,1880,1761,1739,1736
35,Fulton County,1,Male,8,35-39,1739,1701,2026,2032,1984,1856,1844
35,Fulton County,1,Male,9,40-44,1946,1849,1811,2108,2114,2064,1929
35,Fulton County,1,Male,10,45-49,2268,1838,1740,1704,1954,1957,1908
35,Fulton County,1,Male,11,50-54,2193,2237,1832,1732,1698,1925,1927
35,Fulton County,1,Male,12,55-59,1940,2056,2088,1720,1624,1592,1791
35,Fulton County,1,Male,13,60-64,1795,1753,1857,1881,1557,1466,1437
35,Fulton County,1,Male,14,65-69,1245,1598,1570,1665,1682,1401,1318
35,Fulton County,1,Male,15,70-74,928,1067,1367,1351,1436,1448,1213
35,Fulton County,1,Male,16,75-79,679,689,792,1012,1002,1064,1071
35,Fulton County,1,Male,17,80-84,499,485,493,568,726,723,771
35,Fulton County,1,Male,18,85+,459,409,384,378,409,493,533
35,Fulton County,2,Female,1,0-4,1493,1458,1444,1380,1319,1277,1244
35,Fulton County,2,Female,2,5-9,1612,1616,1585,1568,1505,1446,1404
35,Fulton County,2,Female,3,10-14,1748,1643,1644,1617,1593,1531,1474
35,Fulton County,2,Female,4,15-19,1898,1538,1451,1444,1414,1381,1319
35,Fulton County,2,Female,5,20-24,1414,1590,1323,1271,1255,1223,1183
35,Fulton County,2,Female,6,25-29,1593,1569,1676,1440,1406,1390,1358
35,Fulton County,2,Female,7,30-34,1483,1689,1663,1725,1508,1487,1467
35,Fulton County,2,Female,8,35-39,1698,1560,1747,1723,1765,1554,1537
35,Fulton County,2,Female,9,40-44,1895,1685,1555,1725,1702,1730,1527
35,Fulton County,2,Female,10,45-49,2200,1930,1722,1598,1758,1735,1753
35,Fulton County,2,Female,11,50-54,2163,2139,1874,1678,1562,1703,1678
35,Fulton County,2,Female,12,55-59,1986,2179,2148,1884,1693,1584,1710
35,Fulton County,2,Female,13,60-64,1792,1927,2106,2073,1816,1635,1532
35,Fulton County,2,Female,14,65-69,1433,1657,1779,1940,1905,1667,1501
35,Fulton County,2,Female,15,70-74,1015,1333,1547,1662,1806,1769,1548
35,Fulton County,2,Female,16,75-79,864,853,1110,1291,1384,1499,1463
35,Fulton County,2,Female,17,80-84,805,750,745,959,1124,1209,1308
35,Fulton County,2,Female,18,85+,974,999,984,978,1095,1262,1411
37,Genesee County,1,Male,1,0-4,1744,1747,1766,1701,1629,1589,1569
37,Genesee County,1,Male,2,5-9,1756,1804,1792,1788,1718,1645,1602
37,Genesee County,1,Male,3,10-14,1892,1802,1834,1814,1797,1724,1650
37,Genesee County,1,Male,4,15-19,2188,1763,1678,1694,1666,1638,1565
37,Genesee County,1,Male,5,20-24,1965,1759,1441,1372,1358,1319,1273
37,Genesee County,1,Male,6,25-29,1810,1817,1644,1383,1333,1306,1265
37,Genesee County,1,Male,7,30-34,1602,1911,1895,1735,1492,1454,1424
37,Genesee County,1,Male,8,35-39,1776,1823,2077,2050,1895,1654,1622
37,Genesee County,1,Male,9,40-44,2077,1804,1832,2054,2021,1872,1639
37,Genesee County,1,Male,10,45-49,2493,2074,1808,1823,2017,1981,1838
37,Genesee County,1,Male,11,50-54,2526,2386,1989,1737,1743,1910,1873
37,Genesee County,1,Male,12,55-59,2125,2421,2285,1909,1670,1670,1818
37,Genesee County,1,Male,13,60-64,1728,1884,2131,2006,1675,1465,1459
37,Genesee County,1,Male,14,65-69,1311,1508,1636,1835,1726,1443,1264
37,Genesee County,1,Male,15,70-74,973,1113,1282,1389,1549,1459,1224
37,Genesee County,1,Male,16,75-79,763,831,953,1104,1198,1332,1259
37,Genesee County,1,Male,17,80-84,561,575,624,719,844,918,1016
37,Genesee County,1,Male,18,85+,466,511,538,574,642,744,840
37,Genesee County,2,Female,1,0-4,1650,1662,1681,1619,1550,1512,1493
37,Genesee County,2,Female,2,5-9,1711,1779,1787,1792,1732,1671,1636
37,Genesee County,2,Female,3,10-14,1907,1800,1858,1862,1858,1801,1742
37,Genesee County,2,Female,4,15-19,2216,1887,1795,1839,1842,1830,1774
37,Genesee County,2,Female,5,20-24,1757,1825,1577,1512,1524,1512,1482
37,Genesee County,2,Female,6,25-29,1668,1662,1676,1467,1429,1432,1417
37,Genesee County,2,Female,7,30-34,1464,1920,1913,1901,1693,1679,1683
37,Genesee County,2,Female,8,35-39,1651,1545,1928,1915,1891,1694,1685
37,Genesee County,2,Female,9,40-44,2144,1702,1601,1950,1936,1907,1715
37,Genesee County,2,Female,10,45-49,2484,2083,1671,1574,1889,1873,1841
37,Genesee County,2,Female,11,50-54,2549,2275,1908,1539,1450,1717,1699
37,Genesee County,2,Female,12,55-59,2016,2522,2266,1910,1565,1481,1722
37,Genesee County,2,Female,13,60-64,1790,1877,2327,2093,1766,1455,1376
37,Genesee County,2,Female,14,65-69,1377,1606,1684,2068,1863,1573,1303
37,Genesee County,2,Female,15,70-74,1121,1285,1505,1581,1923,1740,1476
37,Genesee County,2,Female,16,75-79,907,954,1093,1279,1347,1625,1473
37,Genesee County,2,Female,17,80-84,890,727,764,875,1028,1085,1296
37,Genesee County,2,Female,18,85+,1021,984,890,865,917,1036,1140
39,Greene County,1,Male,1,0-4,1176,1078,1094,1078,1051,1027,1008
39,Greene County,1,Male,2,5-9,1233,1225,1155,1165,1149,1124,1106
39,Greene County,1,Male,3,10-14,1408,1353,1354,1296,1303,1286,1264
39,Greene County,1,Male,4,15-19,2047,1738,1716,1725,1685,1689,1671
39,Greene County,1,Male,5,20-24,1992,2303,2042,2049,2066,2047,2041
39,Greene County,1,Male,6,25-29,1362,1722,1912,1707,1714,1719,1701
39,Greene County,1,Male,7,30-34,1344,1252,1504,1617,1452,1456,1455
39,Greene County,1,Male,8,35-39,1463,1435,1390,1585,1662,1505,1516
39,Greene County,1,Male,9,40-44,1830,1512,1492,1469,1634,1693,1541
39,Greene County,1,Male,10,45-49,2152,1846,1559,1541,1533,1675,1720
39,Greene County,1,Male,11,50-54,2115,2061,1783,1527,1508,1512,1631
39,Greene County,1,Male,12,55-59,1878,2127,2082,1811,1574,1556,1570
39,Greene County,1,Male,13,60-64,1711,1911,2153,2109,1850,1637,1621
39,Greene County,1,Male,14,65-69,1398,1521,1698,1907,1868,1640,1457
39,Greene County,1,Male,15,70-74,971,1162,1273,1418,1588,1555,1367
39,Greene County,1,Male,16,75-79,747,715,858,952,1059,1181,1157
39,Greene County,1,Male,17,80-84,508,536,519,621,693,772,859
39,Greene County,1,Male,18,85+,345,315,317,313,351,398,448
39,Greene County,2,Female,1,0-4,1130,1026,1042,1026,1000,977,958
